id,host_days,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,city,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month
7618925,1085,within a few hours,100%,100%,1,6,1,Roxbury,Boston,Apartment,Entire home/apt,8,2,4,5,Real Bed,625,1,1,0,0,2,100,10,10,10,10,4,8,0,moderate,0.94
13549924,865,within a few hours,100%,100%,0,1,1,Roxbury,Boston,Apartment,Entire home/apt,4,1,0,2,Real Bed,200,1,1,1,0,2,100,10,10,10,8,10,10,0,flexible,1.5
8734707,454,within a day,100%,97%,1,3,1,Roxbury,Boston,Apartment,Private room,2,1,1,1,Real Bed,90,1,1,1,40,3,98,10,10,10,10,9,10,0,moderate,3.52
5146580,1162,within an hour,100%,100%,0,6,1,Roxbury,Boston,Apartment,Private room,2,1,1,1,Real Bed,65,0,1,1,30,1,83,9,8,9,9,8,9,1,moderate,3.33
8815738,454,within a day,100%,97%,1,3,1,Roxbury,Boston,Apartment,Entire home/apt,4,2,2,2,Real Bed,300,1,1,0,0,2,,,,,,,,0,moderate,
13735741,187,N/A,,,0,1,0,Roxbury,Boston,Apartment,Private room,2,1,1,1,Real Bed,50,0,1,1,0,1,,,,,,,,0,flexible,
8495348,468,within an hour,75%,100%,0,1,1,Roxbury,Boston,House,Private room,2,1,1,1,Real Bed,100,0,1,1,60,1,87,10,10,9,9,7,8,1,flexible,0.26
14418787,1539,within a day,95%,56%,0,5,1,Roxbury,Boston,Apartment,Private room,3,1,1,3,Real Bed,75,0,1,2,42,2,,,,,,,,0,flexible,
7161203,895,within a day,93%,57%,0,17,1,Roxbury,Boston,Apartment,Private room,1,1,1,1,Real Bed,35,1,1,1,0,30,93,9,9,9,10,9,9,0,strict,0.34
5146447,1162,within an hour,100%,100%,0,6,1,Roxbury,Boston,Apartment,Private room,2,1,1,1,Real Bed,63,0,1,1,30,1,82,9,9,9,9,7,8,1,moderate,2.49
5146451,1162,within an hour,100%,100%,0,6,1,Roxbury,Boston,Apartment,Private room,2,1,1,1,Real Bed,63,0,1,1,30,1,85,10,9,9,9,7,9,1,flexible,1.9
1197857,1863,within a day,98%,68%,0,24,1,Roxbury,Boston,Apartment,Entire home/apt,4,1,1,2,Real Bed,167,1,1,1,0,2,88,9,9,9,9,9,8,0,strict,1.61
13797162,2343,within an hour,100%,100%,0,1,0,Roxbury,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,0,0,1,0,3,97,10,10,10,10,9,10,0,moderate,3.91
9961767,385,within a few hours,100%,75%,0,1,1,Roxbury,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,1,1,0,2,100,10,10,10,10,9,10,0,flexible,0.76
163941,2873,within a day,100%,90%,0,7,1,Roxbury,Boston,Apartment,Entire home/apt,6,1,2,3,Real Bed,225,0,1,2,10,3,92,10,10,10,10,8,9,0,strict,2.24
11011124,2267,N/A,,,0,1,1,Roxbury,Boston,Apartment,Private room,1,1,1,1,Real Bed,50,0,0,1,0,3,,,,,,,,0,flexible,
12796808,631,within an hour,100%,67%,0,4,0,Roxbury,Boston,Apartment,Private room,1,,1,,Real Bed,53,0,0,1,0,1,,,,,,,,0,flexible,
4555637,1085,within a few hours,100%,100%,1,6,1,Roxbury,Boston,Apartment,Private room,1,1,1,1,Real Bed,81,1,1,0,0,2,96,10,10,10,10,9,9,0,moderate,1.82
1638584,1405,within a few hours,100%,0%,0,1,1,Roxbury,Boston,Apartment,Private room,1,1,1,1,Real Bed,79,0,1,1,0,2,93,10,9,9,10,8,9,0,moderate,0.08
9896359,2359,within a day,100%,29%,0,2,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,195,0,1,1,0,2,92,10,9,10,9,10,9,0,moderate,0.66
5885130,650,within a day,100%,50%,0,1,0,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,295,0,0,1,0,5,100,10,10,10,10,10,10,0,flexible,0.56
6068207,631,N/A,,,0,1,0,South End,Boston,Apartment,Private room,2,1,1,1,Real Bed,120,0,0,1,0,7,,,,,,,,0,strict,
11213228,389,N/A,,,0,1,1,South End,Boston,Apartment,Entire home/apt,7,2,2,5,Real Bed,200,0,1,1,0,1,,,,,,,,0,strict,0.16
2301709,1863,within a day,98%,68%,0,24,1,South End,Boston,Apartment,Entire home/apt,6,1.5,2,2,Real Bed,250,1,1,1,0,2,92,9,9,10,9,9,9,0,strict,1.41
1077105,1358,within a day,100%,100%,0,1,0,South End,Boston,Apartment,Entire home/apt,2,1,,1,Real Bed,176,0,0,1,0,1,,,,,,,,0,flexible,
1183032,1323,within a day,100%,56%,0,1,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,1,0,7,93,9,9,10,10,10,9,0,flexible,0.5
9765,2732,within a few hours,89%,45%,0,558,1,South End,Boston,Apartment,Entire home/apt,2,1,,1,Real Bed,229,0,1,1,0,2,89,10,10,10,9,10,8,0,super_strict_30,0.15
9870,2732,within a few hours,89%,45%,0,558,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,279,0,0,1,0,2,80,9,7,10,9,10,8,0,super_strict_30,0.12
27141,2732,within a few hours,89%,45%,0,558,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,279,0,0,1,0,2,84,8,8,8,10,9,8,0,super_strict_30,0.06
650956,1600,a few days or more,30%,100%,0,1,0,South End,Boston,Apartment,Entire home/apt,6,1.5,2,3,Real Bed,290,1,0,4,25,3,86,9,9,9,9,10,9,0,strict,0.77
1044307,2732,within a few hours,89%,45%,0,558,1,South End,Boston,Apartment,Entire home/apt,2,1,,1,Real Bed,275,0,0,1,0,3,,10,10,10,8,10,6,0,super_strict_30,0.03
11856912,1197,N/A,,,0,1,1,South End,Boston,Apartment,Entire home/apt,4,2,2,2,Real Bed,185,1,1,2,30,2,93,10,10,10,10,10,10,0,moderate,0.58
6992859,557,within an hour,100%,30%,0,1,1,South End,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,399,0,0,1,0,1,92,9,9,10,10,10,9,0,moderate,0.9
3969526,1393,within an hour,100%,100%,0,1,1,South End,Boston,Apartment,Entire home/apt,4,1,2,2,Real Bed,255,1,1,2,30,2,94,10,10,10,10,9,9,0,strict,4.59
1166808,1707,within a few hours,100%,84%,0,3,1,South End,Boston,Apartment,Shared room,1,1,1,1,Airbed,75,1,1,1,0,1,90,8,9,9,10,10,9,0,strict,0.72
8439661,1863,within a day,98%,68%,0,24,1,South End,Boston,Apartment,Entire home/apt,6,1.5,2,2,Real Bed,250,1,1,1,0,2,84,9,9,9,8,9,8,0,strict,0.97
5433246,679,N/A,,,0,1,0,South End,Boston,Apartment,Private room,2,1,1,1,Real Bed,100,1,0,1,20,1,95,10,10,9,10,10,10,0,moderate,0.68
6793945,573,within an hour,100%,100%,1,1,1,South End,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,215,1,1,2,30,2,96,10,10,10,10,9,9,0,strict,1.88
2846739,2501,within a few hours,100%,96%,0,5,1,South End,Boston,House,Private room,1,1,1,1,Real Bed,125,0,1,1,12,1,85,9,8,9,9,10,8,0,moderate,3.33
6575654,1203,within a few hours,70%,89%,0,1,1,South End,Boston,Apartment,Private room,2,1,1,1,Real Bed,110,0,0,1,0,2,96,10,9,10,10,9,10,0,flexible,0.32
8193344,487,within an hour,100%,98%,0,5,1,South End,Boston,Condominium,Private room,2,1.5,1,1,Real Bed,125,1,1,1,70,2,96,10,10,10,10,9,10,1,moderate,2.13
6355733,664,N/A,,,0,1,1,South End,Boston,Apartment,Private room,2,1,1,1,Real Bed,80,0,1,1,0,1,90,10,9,10,9,9,10,0,moderate,0.34
9862792,427,within an hour,86%,100%,1,3,1,South End,Boston,Apartment,Entire home/apt,8,2,3,4,Real Bed,373,1,1,4,0,2,95,9,10,10,10,9,9,1,strict,3.98
13995573,1346,within an hour,100%,100%,0,4,1,South End,Boston,Apartment,Entire home/apt,8,2,3,4,Real Bed,525,1,1,1,0,2,80,10,10,8,8,8,8,1,strict,1
7954808,1052,within a few hours,71%,98%,0,363,1,South End,Boston,Condominium,Entire home/apt,4,2,2,2,Real Bed,299,1,1,2,10,3,96,10,10,9,10,9,9,1,strict,1.67
11687031,1052,within a few hours,71%,98%,0,363,1,South End,Boston,Condominium,Entire home/apt,2,1,1,1,Real Bed,269,1,1,1,10,3,95,10,10,10,9,9,9,1,strict,0.79
7649517,1052,within a few hours,71%,98%,0,363,1,South End,Boston,Apartment,Entire home/apt,4,1,1,2,Real Bed,189,1,1,2,10,3,90,10,10,9,10,9,10,1,strict,1.58
8575476,820,within an hour,100%,96%,0,2,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,215,1,1,1,0,1,92,10,9,10,10,10,9,0,moderate,1.99
8902304,1052,within a few hours,71%,98%,0,363,1,South End,Boston,Condominium,Entire home/apt,4,1,2,2,Real Bed,279,1,1,2,10,3,96,10,10,10,10,9,10,1,strict,2.17
7919500,1052,within a few hours,71%,98%,0,363,1,South End,Boston,Condominium,Entire home/apt,4,1,1,2,Real Bed,289,1,1,1,10,3,93,10,9,9,10,9,10,1,strict,1.22
7456890,1598,N/A,,,0,1,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,229,0,1,1,0,2,94,10,9,10,10,10,9,0,strict,0.52
8987722,1346,within an hour,100%,100%,0,4,1,South End,Boston,Apartment,Entire home/apt,4,1,1,2,Real Bed,154,1,1,1,0,2,93,9,10,10,9,9,9,1,moderate,4.9
9208166,427,within an hour,86%,100%,1,3,1,South End,Boston,Apartment,Entire home/apt,6,2,2,3,Real Bed,236,1,1,1,0,2,96,10,10,9,9,10,10,1,moderate,4.23
7540480,536,within a few hours,100%,100%,0,2,0,South End,Boston,Apartment,Entire home/apt,4,1,1,2,Real Bed,175,1,1,2,35,2,94,10,10,10,10,10,9,0,strict,4.44
14918869,120,N/A,,,0,1,0,South End,Boston,Apartment,Shared room,1,1,1,1,Real Bed,60,0,1,1,15,1,,,,,,,,0,flexible,
7921131,1052,within a few hours,71%,98%,0,363,1,South End,Boston,Condominium,Entire home/apt,4,1,1,2,Real Bed,229,0,1,2,10,3,91,10,10,10,9,9,9,1,strict,1.4
8988506,1346,within an hour,100%,100%,0,4,1,South End,Boston,Apartment,Entire home/apt,6,2,2,3,Real Bed,234,1,1,1,0,1,94,10,10,9,10,9,9,1,moderate,5.61
7634365,1052,within a few hours,71%,98%,0,363,1,South End,Boston,Apartment,Entire home/apt,4,2,2,2,Real Bed,329,1,1,2,10,3,96,10,10,9,10,9,9,1,strict,2.23
7358714,1052,within a few hours,71%,98%,0,363,1,South End,Boston,Apartment,Entire home/apt,4,1,1,2,Real Bed,209,1,1,1,10,3,80,10,10,8,10,8,8,1,strict,0.12
2326445,1979,within a few hours,100%,100%,1,1,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,195,1,1,2,0,3,96,10,10,10,10,10,9,0,moderate,1.8
8518665,1052,within a few hours,71%,98%,0,363,1,South End,Boston,Apartment,Entire home/apt,4,1,1,2,Real Bed,169,1,1,2,10,3,100,10,10,10,10,10,10,1,strict,0.09
13494185,210,within an hour,100%,97%,0,4,1,South End,Boston,Townhouse,Entire home/apt,2,1,0,1,Real Bed,145,0,1,2,25,2,96,10,10,10,10,10,10,0,strict,2.73
10427199,420,within a few hours,91%,94%,0,11,0,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,219,0,0,1,0,2,90,9,10,10,10,10,9,0,strict,2.99
851927,1714,within a few hours,100%,100%,0,1,1,South End,Boston,Apartment,Entire home/apt,1,1,1,1,Real Bed,150,0,1,1,0,14,100,10,10,10,10,10,10,0,strict,0.74
12287958,609,within an hour,100%,91%,0,37,0,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,215,0,1,1,0,3,100,10,10,10,10,10,10,0,strict,0.23
4461901,815,within a few hours,100%,91%,0,52,1,South End,Boston,Apartment,Private room,2,1,1,1,Real Bed,155,0,1,1,0,7,100,9,9,10,10,10,10,0,strict,0.13
5714786,1863,within a day,98%,68%,0,24,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,138,1,1,1,0,2,70,8,9,9,8,10,8,0,strict,0.7
13713143,609,within an hour,100%,91%,0,37,0,South End,Boston,Townhouse,Private room,2,1,1,1,Real Bed,170,0,1,1,0,3,,,,,,,,0,strict,
1277618,1294,N/A,,,0,1,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,170,1,1,2,50,3,84,7,7,10,10,10,7,0,strict,0.13
9731479,888,within an hour,100%,100%,0,3,0,South End,Boston,Apartment,Entire home/apt,4,1,2,2,Real Bed,195,1,1,2,30,2,94,9,10,10,10,10,9,0,strict,4.98
1899770,1726,N/A,,,0,1,1,South End,Boston,Apartment,Private room,2,1,1,1,Real Bed,125,1,1,1,0,2,97,10,10,10,10,10,9,1,strict,0.68
13707814,337,within an hour,100%,70%,0,1,0,South End,Boston,Condominium,Entire home/apt,3,1,2,2,Real Bed,250,1,1,3,50,2,100,10,10,10,10,10,10,0,strict,1.13
2916208,978,within an hour,100%,100%,0,1,0,South End,Boston,Apartment,Private room,1,1,1,1,Real Bed,100,0,0,1,0,30,92,10,9,9,10,9,9,0,moderate,0.91
8082512,815,within a few hours,100%,91%,0,52,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,137,0,1,1,0,7,100,10,10,10,10,10,10,0,strict,0.09
8403945,815,within a few hours,100%,91%,0,52,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,137,0,1,1,0,7,,,,,,,,0,strict,
8686165,1052,within a few hours,71%,98%,0,363,1,South End,Boston,Condominium,Entire home/apt,4,1,1,2,Real Bed,199,1,1,2,10,3,91,10,10,9,9,9,9,1,strict,1.33
4750791,2089,within a few hours,100%,87%,1,12,0,South End,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,239,0,0,2,25,3,93,10,10,10,10,10,9,0,strict,0.91
8846202,1689,within a day,92%,93%,0,1,0,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,185,1,1,1,25,3,98,10,10,10,10,10,9,0,moderate,1.74
2292495,1162,within a few hours,100%,75%,0,11,1,South End,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,175,0,1,1,0,1,93,10,9,10,10,9,9,0,strict,1.12
13171246,2068,within a day,100%,67%,0,1,0,South End,Boston,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,0,1,1,0,2,95,10,10,10,10,10,10,0,strict,1.43
1489289,1245,within an hour,100%,86%,0,1,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,1,1,1,0,1,93,9,9,10,10,9,9,0,strict,1.61
14591627,137,within an hour,100%,100%,0,1,1,South End,Boston,Condominium,Private room,3,1.5,1,2,Real Bed,125,1,1,2,20,1,100,10,10,10,10,10,10,0,moderate,4
12384469,1106,within a few hours,100%,100%,0,1,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,1,2,50,5,100,10,10,10,10,10,10,0,flexible,0.79
8206536,815,within a few hours,100%,91%,0,52,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,0,1,1,0,7,,,,,,,,0,strict,
9933886,387,within a day,90%,76%,0,1,0,South End,Boston,Dorm,Private room,2,1,1,1,Real Bed,75,0,0,1,0,1,83,8,9,9,9,9,8,0,flexible,3.35
7205210,545,within an hour,100%,100%,1,1,0,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,0,0,2,25,1,100,10,10,10,10,10,10,0,moderate,0.81
13318173,214,within a few hours,100%,100%,0,1,1,South End,Boston,Apartment,Entire home/apt,3,1,2,2,Real Bed,275,0,0,2,25,2,100,10,10,10,10,10,9,0,flexible,2.41
8992733,440,N/A,,,0,1,0,South End,Boston,Apartment,Private room,1,1,1,1,Real Bed,120,0,0,1,0,1,,,,,,,,0,flexible,
5783197,1460,within a few hours,100%,83%,1,3,1,South End,Boston,Apartment,Entire home/apt,5,2,3,4,Real Bed,600,1,0,4,0,3,99,10,10,10,10,10,10,0,moderate,2.08
7796658,1734,within a day,100%,100%,0,2,1,South End,Boston,Apartment,Private room,2,1,1,1,Real Bed,125,0,1,1,0,1,94,9,9,9,10,9,9,0,flexible,0.77
11588543,935,within an hour,100%,100%,1,2,1,South End,Boston,Apartment,Entire home/apt,3,1,2,2,Real Bed,265,1,1,3,35,2,96,10,10,10,10,10,10,1,moderate,7.16
1275498,1391,within an hour,100%,100%,1,6,0,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,1,1,2,40,32,89,9,10,9,9,10,9,0,strict,0.4
8025718,815,within a few hours,100%,91%,0,52,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,155,0,1,1,0,7,93,9,10,9,10,10,9,0,strict,0.25
7476340,815,within a few hours,100%,91%,0,52,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,137,0,1,1,0,7,,,,,,,,0,strict,
4879702,1442,within an hour,100%,94%,0,4,1,South End,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,99,1,1,2,25,2,98,10,10,10,10,10,10,0,strict,1.39
225224,2501,within a few hours,100%,96%,0,5,1,South End,Boston,House,Private room,1,,1,1,Real Bed,98,0,1,1,0,1,91,9,8,10,9,10,9,0,moderate,3.09
7694559,815,within a few hours,100%,91%,0,52,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,0,1,1,0,7,,,,,,,,0,strict,
12253029,491,within a day,80%,55%,0,1,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,125,1,1,1,0,1,97,10,9,10,10,10,10,0,flexible,1.68
7714627,858,within a few hours,100%,100%,1,1,1,South End,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,235,1,1,2,15,2,98,10,10,10,10,10,10,0,strict,5.34
12890156,537,within a day,68%,73%,0,1,1,South End,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,149,0,1,3,20,1,92,10,8,10,10,10,9,0,strict,3.64
5074924,1999,within a few hours,98%,66%,0,22,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,1,1,1,0,2,84,9,9,10,9,10,9,0,strict,3.08
2372987,1999,within a few hours,98%,66%,0,22,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,164,1,1,1,0,3,86,9,10,9,9,9,9,0,strict,1.26
7368611,536,within a few hours,100%,100%,0,2,0,South End,Boston,Apartment,Entire home/apt,4,1,2,2,Real Bed,185,1,1,2,35,2,92,10,10,10,10,10,9,0,strict,3.06
3601030,1557,within an hour,100%,100%,1,2,1,South End,Boston,Apartment,Entire home/apt,3,1,1,2,Real Bed,250,0,1,1,0,3,97,10,10,10,10,10,10,0,flexible,3.06
9841645,894,N/A,,,0,1,0,South End,Boston,Apartment,Private room,2,1,1,1,Real Bed,100,1,1,1,0,1,,,,,,,,0,flexible,
14414330,335,within a few hours,100%,100%,0,1,1,South End,Boston,Apartment,Entire home/apt,4,1,2,2,Real Bed,275,0,0,1,0,1,100,10,10,8,10,10,10,0,flexible,1
4860853,1999,within a few hours,98%,66%,0,22,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,225,1,1,1,0,2,80,8,9,8,8,9,8,0,strict,1.17
5532549,713,within a few hours,90%,83%,0,1,1,South End,Boston,Apartment,Entire home/apt,6,1,2,3,Real Bed,250,0,1,4,100,1,95,10,10,10,10,10,9,0,strict,0.85
8631257,992,N/A,,,0,1,0,South End,Boston,Loft,Private room,1,1.5,1,1,Real Bed,50,1,1,2,20,1,,,,,,,,0,strict,
9663423,810,within an hour,100%,0%,0,1,1,South End,Boston,Condominium,Entire home/apt,3,1,1,1,Real Bed,115,1,1,1,0,4,100,10,10,10,10,10,10,0,strict,1.06
6763409,815,within a few hours,100%,91%,0,52,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,0,1,1,0,7,67,8,7,9,7,9,7,0,strict,0.27
3289921,1713,within an hour,100%,0%,0,1,1,South End,Boston,Apartment,Entire home/apt,4,1,0,2,Real Bed,170,1,1,2,10,4,88,8,9,10,10,8,9,0,moderate,0.67
5976821,2125,within an hour,100%,100%,1,1,1,South End,Boston,Apartment,Shared room,2,1,1,1,Airbed,125,0,0,1,40,2,97,10,9,10,10,10,10,1,moderate,3.51
8680170,1374,N/A,,,0,1,0,South End,Boston,Apartment,Entire home/apt,2,2,2,1,Real Bed,250,1,0,1,0,2,100,10,10,10,10,10,10,0,flexible,0.18
11841986,1052,within a few hours,71%,98%,0,363,1,South End,Boston,Apartment,Entire home/apt,4,1,2,3,Real Bed,229,1,1,2,10,3,73,7,7,8,8,9,7,1,strict,2.23
6287797,607,N/A,,,0,1,1,South End,Boston,Apartment,Private room,2,1,1,1,Real Bed,90,0,1,1,0,2,100,10,10,10,10,10,10,0,moderate,0.06
8827268,1531,within a few hours,100%,56%,1,2,1,South End,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,200,1,1,1,0,1,100,10,10,10,10,10,10,0,strict,1.01
5075267,1999,within a few hours,98%,66%,0,22,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,1,1,1,0,2,76,8,9,9,9,10,8,0,strict,1.98
798957,1803,within an hour,100%,94%,1,6,1,South End,Boston,Apartment,Entire home/apt,4,2,2,2,Real Bed,306,1,1,4,100,1,97,10,10,10,10,10,10,0,strict,4.72
11710680,1255,within a day,80%,90%,0,1,1,South End,Boston,Apartment,Entire home/apt,4,1,2,2,Real Bed,229,1,1,4,100,3,95,10,10,10,10,10,10,0,strict,1.04
11686744,1052,within a few hours,71%,98%,0,363,1,South End,Boston,Condominium,Entire home/apt,2,1,1,1,Real Bed,199,1,1,1,10,3,100,10,10,10,9,10,10,1,strict,0.77
8088370,838,within an hour,100%,100%,0,1,1,South End,Boston,Loft,Shared room,1,1,1,1,Pull-out Sofa,67,0,0,1,0,2,93,9,9,9,9,10,9,0,flexible,1.14
4742275,1388,within an hour,100%,50%,0,3,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,120,0,0,1,20,28,97,9,9,10,10,10,9,0,strict,0.39
7645862,2089,within a few hours,100%,87%,1,12,0,South End,Boston,Apartment,Entire home/apt,3,1,0,1,Real Bed,239,0,0,2,25,3,100,10,10,10,10,10,10,0,strict,0.16
9821291,768,N/A,,,0,1,0,South End,Boston,Apartment,Entire home/apt,4,1,1,2,Real Bed,130,1,1,1,0,1,,,,,,,,0,flexible,
9611852,405,within a few hours,90%,100%,1,1,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,197,0,1,1,0,2,98,10,10,10,10,10,10,0,moderate,4.53
7294565,1066,N/A,,,0,1,1,South End,Boston,Apartment,Private room,2,1.5,1,1,Real Bed,85,0,1,1,0,2,80,8,8,10,10,8,8,0,flexible,0.08
14821911,124,N/A,,,0,1,0,South End,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,225,0,1,1,0,3,,,,,,,,0,flexible,
8303267,1460,within a few hours,100%,83%,1,3,1,South End,Boston,House,Entire home/apt,8,4.5,5,6,Real Bed,1300,1,0,1,0,5,100,10,10,10,10,10,10,0,strict,0.75
9728602,1511,within a day,50%,50%,0,2,1,South End,Boston,Apartment,Entire home/apt,4,2,2,2,Real Bed,266,0,1,2,10,3,100,10,10,10,10,10,10,0,flexible,0.24
5058148,1815,N/A,,,0,1,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,1,1,1,0,2,95,9,10,10,9,10,9,0,flexible,0.33
6762011,815,within a few hours,100%,91%,0,52,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,0,1,1,0,7,,,,,,,,0,strict,
11873789,473,within a day,80%,100%,0,1,0,South End,Boston,Apartment,Entire home/apt,3,1,2,2,Real Bed,280,0,1,1,20,3,93,10,10,10,10,9,9,0,moderate,1.54
12496332,1075,N/A,,,0,1,0,South End,Boston,Apartment,Private room,2,1,1,1,Real Bed,60,0,1,1,10,7,,,,,,,,0,strict,
585148,1637,within an hour,100%,100%,0,5,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,225,1,1,3,100,2,93,10,9,9,10,9,9,0,strict,1.21
5582163,666,within a few hours,90%,82%,0,1,0,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,170,0,1,1,10,1,97,10,10,10,10,10,9,0,flexible,2.91
5352623,2476,within an hour,100%,0%,1,1,1,South End,Boston,Bed & Breakfast,Private room,2,1,1,1,Real Bed,168,1,1,2,65,1,100,10,10,10,10,10,10,0,strict,0.24
322593,1803,within an hour,100%,94%,1,6,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,183,1,1,2,77,2,94,9,9,10,10,10,9,0,strict,4.57
6810723,815,within a few hours,100%,91%,0,52,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,137,0,1,1,0,7,,,,,,,,0,strict,
11902134,289,within an hour,100%,100%,0,2,0,South End,Boston,Apartment,Entire home/apt,6,1,2,2,Real Bed,300,0,0,1,0,4,88,9,8,10,10,10,9,1,strict,1.74
14461998,148,within an hour,100%,100%,0,1,0,South End,Boston,Apartment,Entire home/apt,3,1,0,1,Real Bed,166,0,0,1,0,2,90,9,10,10,10,9,10,0,flexible,2
10227043,528,within an hour,100%,100%,0,1,1,South End,Boston,Apartment,Entire home/apt,4,2,2,2,Real Bed,350,0,1,1,0,2,98,10,10,10,10,10,9,0,strict,4.16
14709217,566,within a day,100%,100%,0,1,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,149,1,1,1,0,10,,,,,,,,0,moderate,
2683284,1957,within an hour,100%,96%,0,3,1,South End,Boston,Apartment,Entire home/apt,4,1,1,2,Real Bed,190,1,1,2,30,2,92,10,9,10,10,9,9,0,strict,3.9
11397511,363,within a day,100%,95%,1,1,1,South End,Boston,Apartment,Private room,2,1,1,1,Real Bed,180,0,0,1,0,2,96,10,10,10,10,10,9,0,strict,3.46
1252289,1858,within a day,100%,93%,1,1,1,South End,Boston,Apartment,Private room,2,1,1,1,Real Bed,99,1,0,1,10,3,97,10,10,10,10,10,10,0,moderate,2
4679319,1388,within an hour,100%,50%,0,3,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,110,0,0,1,20,28,75,6,8,9,9,10,8,0,strict,0.24
8006992,1706,within a few hours,100%,100%,0,1,1,South End,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,210,1,1,2,25,4,100,10,10,10,10,9,10,0,strict,0.58
7513605,815,within a few hours,100%,91%,0,52,1,South End,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,155,0,1,1,0,7,80,9,9,8,8,10,7,0,strict,0.19
8371115,1609,within a few hours,100%,67%,0,1,1,South End,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,178,0,1,2,0,1,100,10,10,10,10,10,10,0,strict,0.78
13378987,740,within an hour,100%,91%,0,1,0,South End,Boston,Condominium,Entire home/apt,7,2,4,5,Real Bed,600,1,1,4,20,1,83,8,9,8,9,10,9,0,flexible,3
13477286,1816,N/A,,,0,1,0,South End,Boston,Apartment,Entire home/apt,5,2,3,4,Real Bed,550,1,1,1,0,2,,,,,,,,0,moderate,
