id,host_days,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,city,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month
3890373,883,within an hour,100%,100%,1,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,4,1,1,2,Real Bed,225,1,1,1,0,2,98,10,10,10,10,10,10,1,strict,3.42
3873776,1201,a few days or more,14%,90%,0,3,1,Beacon Hill,Boston,Apartment,Entire home/apt,4,1,3,3,Real Bed,325,0,1,1,0,1,80,7,8,10,9,10,8,0,flexible,0.29
14798673,177,within an hour,100%,100%,0,5,1,Beacon Hill,Boston,Apartment,Entire home/apt,4,1,1,2,Real Bed,1345,0,1,1,0,2,,,,,,,,1,super_strict_30,
13294558,844,within an hour,99%,81%,0,30,1,Beacon Hill,Boston,Apartment,Entire home/apt,6,1,2,3,Real Bed,250,0,1,4,35,1,92,10,10,10,10,10,9,0,strict,3.95
13376457,311,within an hour,100%,100%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,175,1,1,1,0,2,91,10,9,10,10,10,9,1,strict,3.14
12210223,457,within a day,100%,96%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,4,1,1,3,Real Bed,225,0,1,4,50,1,88,9,9,10,10,10,8,0,moderate,1.94
12738816,1244,within an hour,100%,75%,0,1,0,Beacon Hill,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,196,0,1,1,0,2,100,9,10,10,10,10,10,0,moderate,0.95
6776075,571,N/A,,,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,249,0,1,2,50,1,100,8,10,10,10,8,8,0,flexible,0.08
5709298,1743,within an hour,100%,89%,1,5,1,Beacon Hill,Boston,Apartment,Entire home/apt,4,1,2,2,Real Bed,220,1,1,1,0,1,98,10,10,10,10,10,9,0,strict,8.85
6445917,594,within a few hours,100%,88%,1,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,178,0,1,2,50,1,98,10,10,10,10,10,9,0,strict,1.76
2776143,2203,within an hour,100%,100%,0,7,1,Beacon Hill,Boston,Apartment,Entire home/apt,3,1,0,2,Real Bed,99,0,0,1,0,1,80,8,7,9,9,10,9,1,flexible,8.33
23619,2485,within an hour,100%,86%,0,6,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,,1,Real Bed,175,0,1,2,0,4,92,9,9,10,10,10,9,1,strict,1.67
7920759,503,within a few hours,100%,83%,0,1,1,Beacon Hill,Boston,Condominium,Entire home/apt,4,2,2,2,Real Bed,300,1,1,4,50,2,100,10,10,10,10,10,10,0,strict,1.73
10164810,380,within a day,77%,33%,0,16,0,Beacon Hill,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,179,0,0,1,0,2,90,9,9,9,9,10,8,0,strict,0.93
14572100,567,within an hour,100%,100%,0,3,0,Beacon Hill,Boston,Apartment,Entire home/apt,3,1,0,1,Real Bed,200,1,1,2,10,3,,,,,,,,1,strict,
11016623,680,within an hour,100%,100%,1,2,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,1,1,1,0,3,100,10,10,10,10,10,10,1,strict,1.1
8428052,599,within a few hours,100%,91%,0,1,1,Beacon Hill,Boston,Apartment,Private room,2,1,1,1,Real Bed,195,0,0,1,20,1,100,10,10,10,10,10,9,0,flexible,1.73
14374965,351,within an hour,94%,87%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,3,1,1,2,Real Bed,200,0,1,1,0,1,95,10,10,10,10,10,10,0,flexible,4
7527149,1120,within a few hours,100%,100%,1,2,1,Beacon Hill,Boston,Townhouse,Entire home/apt,7,2.5,4,5,Real Bed,700,1,1,7,50,5,96,10,9,10,10,10,9,0,strict,0.85
7329849,828,N/A,,,0,1,0,Beacon Hill,Boston,Apartment,Private room,1,1,1,1,Real Bed,200,0,0,1,0,25,,,,,,,,0,strict,
3069104,1077,within a day,60%,60%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,230,0,0,1,0,1,93,9,9,10,10,10,9,0,strict,1.08
1529393,1236,N/A,,,0,1,1,Beacon Hill,Boston,Apartment,Private room,2,1,1,1,Real Bed,499,1,1,1,0,3,74,6,6,8,7,9,6,0,flexible,0.24
7918592,1101,within a few hours,100%,100%,0,1,1,Beacon Hill,Boston,Apartment,Private room,1,0,1,1,Real Bed,110,0,1,1,0,3,95,10,9,9,10,10,10,0,flexible,1.6
9248612,426,within an hour,100%,94%,0,2,0,Beacon Hill,Boston,Apartment,Entire home/apt,6,1,2,2,Real Bed,350,0,0,1,0,2,91,9,9,10,10,10,9,0,moderate,1.85
54944,2732,within a few hours,89%,45%,0,558,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,185,0,0,1,0,2,84,9,9,9,10,10,9,0,super_strict_30,0.19
7837202,815,within a few hours,100%,91%,0,52,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,0,1,1,0,7,100,10,10,10,10,10,10,0,strict,0.48
5445126,678,N/A,,,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,0,0,2,0,1,100,10,10,10,10,10,9,0,moderate,0.3
2216767,1083,within a few hours,100%,75%,1,1,0,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,179,1,1,1,0,1,96,10,10,10,10,10,10,0,moderate,1.74
14586440,1944,within an hour,100%,96%,0,4,1,Beacon Hill,Boston,Apartment,Entire home/apt,3,1,1,2,Real Bed,269,1,1,1,0,1,,,,,,,,1,strict,
250345,2732,within a few hours,89%,45%,0,558,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,285,0,0,1,0,2,89,9,8,9,8,10,8,0,super_strict_30,0.39
5690424,680,within an hour,100%,100%,0,3,0,Beacon Hill,Boston,House,Entire home/apt,7,2,4,4,Real Bed,690,1,1,6,50,3,88,9,8,9,9,10,9,1,strict,2.59
14700046,298,within a few hours,100%,88%,0,1,0,Beacon Hill,Boston,Apartment,Private room,3,1,1,1,Real Bed,135,0,0,1,20,1,,,,,,,,0,moderate,
4461613,815,within a few hours,100%,91%,0,52,1,Beacon Hill,Boston,Apartment,Private room,1,1,1,1,Real Bed,150,0,1,1,0,7,93,7,10,9,10,10,9,0,strict,0.19
6410674,1872,within an hour,100%,89%,1,2,1,Beacon Hill,Boston,Apartment,Private room,1,1,1,1,Real Bed,175,1,1,1,30,2,95,9,9,10,10,10,9,0,strict,3.77
6066455,1176,within an hour,100%,99%,1,15,1,Beacon Hill,Boston,Apartment,Entire home/apt,8,2,4,5,Real Bed,600,1,1,5,40,3,99,10,10,10,10,10,9,1,strict,3.7
13307513,1631,within a few hours,100%,100%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,114,1,1,1,0,30,,,,,,,,0,flexible,
8704161,456,within an hour,100%,100%,1,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,4,2,2,2,Real Bed,500,1,1,1,0,2,100,10,10,10,10,10,10,0,strict,2.16
10653150,735,within an hour,100%,100%,0,3,1,Beacon Hill,Boston,Condominium,Entire home/apt,4,1,2,2,Real Bed,160,0,0,2,20,2,85,9,9,9,10,10,8,1,strict,5.57
4787359,2168,within an hour,100%,100%,0,2,1,Beacon Hill,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,250,1,1,2,75,1,90,10,9,10,10,10,9,0,strict,0.91
3050565,1292,within an hour,100%,0%,0,4,1,Beacon Hill,Boston,Apartment,Private room,1,2,1,1,Real Bed,90,0,1,1,0,3,91,9,9,10,10,10,9,0,strict,0.83
13306811,624,within an hour,100%,100%,1,1,0,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,129,0,1,0,0,2,96,10,10,10,10,10,10,1,moderate,11.68
7553969,784,within a few hours,100%,58%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,140,1,1,1,0,2,96,10,10,10,10,10,9,0,strict,0.39
11701611,298,within a few hours,100%,100%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,210,1,1,1,0,3,95,10,10,10,10,10,9,0,moderate,2.31
7244031,822,within a day,100%,25%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,125,0,1,2,25,3,97,10,10,10,10,10,10,0,strict,0.43
4032756,851,within a few hours,100%,87%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,2,Real Bed,188,1,1,2,0,5,96,10,10,10,10,10,9,0,strict,0.77
9078998,1184,within a day,67%,100%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,0,1,1,0,3,97,9,10,10,10,10,10,0,moderate,1.09
6326257,1176,within an hour,100%,99%,1,15,1,Beacon Hill,Boston,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,375,1,1,4,40,3,98,10,10,10,10,10,10,1,strict,4.08
3377100,1260,within an hour,100%,100%,1,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,245,1,1,2,25,3,98,10,10,10,10,10,10,1,strict,2.24
11306586,1378,within an hour,100%,94%,0,11,0,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,0,2,Real Bed,150,1,0,2,0,2,90,9,9,10,9,10,9,0,strict,4.48
7342359,613,N/A,,,0,1,0,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,1,1,2,50,1,,,,,,,,0,flexible,
7996844,2031,within an hour,100%,100%,0,2,1,Beacon Hill,Boston,Apartment,Private room,2,1,1,1,Real Bed,130,1,1,1,20,2,90,9,9,10,10,10,9,1,strict,2.66
14124430,844,within an hour,99%,81%,0,30,1,Beacon Hill,Boston,Apartment,Entire home/apt,7,1,2,3,Real Bed,250,1,1,3,50,1,100,10,10,10,10,10,10,0,strict,2.31
8471852,1349,within a few hours,100%,100%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,1,1,1,1,Real Bed,120,1,1,0,0,1,99,10,10,10,10,10,10,0,moderate,2.41
12143408,888,within a day,60%,96%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,220,0,0,1,0,2,100,10,10,10,10,10,10,0,flexible,1.4
8782592,985,within a day,70%,77%,1,2,1,Beacon Hill,Boston,Apartment,Entire home/apt,4,2,2,2,Real Bed,300,0,1,1,0,2,94,10,9,10,10,10,9,0,strict,1.2
10470115,380,within a day,77%,33%,0,16,0,Beacon Hill,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,199,0,0,1,0,2,93,10,10,9,9,9,9,0,strict,0.43
7635616,815,within a few hours,100%,91%,0,52,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,155,0,1,1,0,7,100,10,10,9,8,10,10,0,strict,0.49
1886037,1819,N/A,,,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,230,1,1,1,0,7,100,10,8,10,10,10,10,0,flexible,0.07
11343485,1523,within an hour,95%,100%,0,2,1,Beacon Hill,Boston,Apartment,Entire home/apt,3,1,1,2,Real Bed,159,1,1,2,0,1,86,9,9,10,10,10,9,0,flexible,9.55
8537786,466,within an hour,100%,92%,0,2,0,Beacon Hill,Boston,Townhouse,Private room,1,2,1,1,Real Bed,202,0,1,1,0,1,64,7,7,9,9,10,7,0,flexible,1.21
9273978,1999,within a few hours,98%,66%,0,22,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,229,1,1,1,0,2,100,10,10,10,10,10,10,0,strict,0.82
14407094,436,within an hour,100%,94%,0,7,1,Beacon Hill,Boston,Apartment,Shared room,4,1,1,2,Real Bed,129,0,1,2,49,3,100,10,10,10,10,10,10,1,moderate,1
14857569,122,N/A,,,0,2,0,Beacon Hill,Boston,Bed & Breakfast,Private room,1,1,1,1,Real Bed,79,0,0,1,0,2,,,,,,,,0,flexible,
9273395,1999,within a few hours,98%,66%,0,22,1,Beacon Hill,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,210,1,1,1,0,2,97,10,9,10,9,10,9,0,strict,0.81
10945774,380,within a day,77%,33%,0,16,0,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,129,0,0,1,0,2,100,10,10,10,6,10,10,0,strict,1
13993185,172,within an hour,100%,100%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,200,0,1,1,0,2,96,10,10,10,10,10,10,0,moderate,6.12
9274587,1863,within a day,98%,68%,0,24,1,Beacon Hill,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,229,1,1,1,0,2,89,10,9,9,9,10,9,0,strict,0.92
6554785,680,within an hour,100%,100%,1,2,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,160,1,1,0,0,2,96,10,10,10,10,10,10,0,strict,5.69
2998554,1581,within an hour,100%,88%,0,2,1,Beacon Hill,Boston,Apartment,Entire home/apt,6,1,2,3,Real Bed,135,1,0,1,0,4,89,9,8,10,9,10,9,0,moderate,0.7
4359160,2203,within an hour,100%,100%,0,7,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,0,2,Real Bed,99,0,0,1,0,1,75,8,7,9,9,10,8,1,flexible,7.7
3392423,1581,within an hour,100%,88%,0,2,1,Beacon Hill,Boston,Apartment,Private room,2,1,1,1,Real Bed,115,1,0,2,45,2,95,10,9,10,10,10,9,0,moderate,3.39
14074739,907,within an hour,100%,100%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,1,1,2,0,2,100,10,10,10,10,10,10,0,moderate,1
4489490,852,within a few hours,100%,67%,0,15,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,229,0,0,1,0,4,94,9,10,9,10,10,9,0,strict,0.72
508017,1677,within an hour,100%,100%,0,1,1,Beacon Hill,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,199,0,0,1,0,3,94,10,9,10,10,10,9,1,moderate,3.02
8170181,714,within a few hours,100%,100%,0,1,0,Beacon Hill,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,200,0,0,1,0,2,93,9,9,10,9,10,9,0,moderate,1.87
3068453,1695,within a few hours,94%,84%,0,18,1,Downtown,Boston,Apartment,Entire home/apt,3,1,0,1,Real Bed,133,1,1,1,15,1,80,9,8,8,9,9,8,0,moderate,2.71
9934771,974,N/A,,,0,1,1,Downtown,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,120,1,1,1,0,1,,,,,,,,0,flexible,
2821825,2732,within a few hours,89%,45%,0,558,1,Downtown,Boston,Apartment,Entire home/apt,4,2,2,2,Real Bed,329,0,1,1,0,30,95,10,10,10,9,10,10,0,super_strict_30,0.17
21891,2732,within a few hours,89%,45%,0,558,1,Downtown,Boston,Apartment,Entire home/apt,4,1,2,2,Real Bed,349,0,1,1,0,3,94,9,9,9,9,10,9,0,super_strict_30,0.32
13686161,1052,within a few hours,71%,98%,0,363,1,Downtown,Boston,Apartment,Entire home/apt,4,1,1,2,Real Bed,209,1,1,1,10,3,,,,,,,,1,strict,0.7
4759640,757,N/A,,,0,1,1,Downtown,Boston,Apartment,Entire home/apt,2,1.5,0,1,Real Bed,200,0,1,1,0,1,100,10,10,10,10,10,10,0,flexible,0.05
4021522,2732,within a few hours,89%,45%,0,558,1,Downtown,Boston,Apartment,Entire home/apt,4,2,2,2,Real Bed,329,0,1,1,0,5,100,10,10,10,10,9,10,0,super_strict_30,0.25
9905304,809,within an hour,98%,72%,0,6,0,Downtown,Boston,Apartment,Entire home/apt,6,1,2,2,Real Bed,375,0,1,4,20,3,100,10,10,10,10,10,10,0,flexible,0.14
3182652,1671,N/A,,,0,1,1,Downtown,Boston,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,350,1,1,5,50,1,90,10,9,8,9,9,9,0,flexible,0.18
10742655,928,within a few hours,97%,63%,0,2,1,Downtown,Boston,Apartment,Private room,8,1,1,2,Real Bed,70,0,1,1,50,1,80,9,9,9,10,8,9,0,strict,0.65
13926201,177,within an hour,100%,100%,0,1,1,Downtown,Boston,Apartment,Private room,2,1,1,1,Real Bed,10,0,0,1,0,1,,,,,,,,0,flexible,
3653207,896,within an hour,100%,100%,0,1,1,Downtown,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,0,0,1,0,1,91,9,10,10,10,9,8,0,strict,2.26
7240775,2732,within a few hours,89%,45%,0,558,1,Downtown,Boston,Apartment,Entire home/apt,4,2,2,2,Real Bed,329,0,1,1,0,4,100,9,10,10,10,10,10,0,super_strict_30,0.16
14421910,1427,within an hour,100%,36%,0,307,1,Downtown,Boston,Apartment,Entire home/apt,5,2,2,2,Real Bed,119,0,1,1,0,2,,,,,,,,0,strict,
11357756,340,within an hour,100%,61%,0,3,0,Downtown,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,202,1,1,2,30,2,,,,,,,,0,strict,
12211821,1378,within an hour,100%,94%,0,11,0,Downtown,Boston,Apartment,Entire home/apt,3,1,0,2,Real Bed,158,1,1,2,25,2,84,9,9,9,9,10,8,0,strict,2.11
2747654,1695,within a few hours,94%,84%,0,18,1,Downtown,Boston,Apartment,Entire home/apt,3,1,0,1,Real Bed,150,1,1,1,15,1,74,8,7,8,9,9,8,0,moderate,2.36
13081090,1052,within a few hours,71%,98%,0,363,1,Downtown,Boston,Loft,Entire home/apt,4,2,2,2,Real Bed,279,1,1,2,10,3,100,10,10,10,10,10,10,1,strict,1.88
13216268,816,within a few hours,100%,69%,0,1,0,Downtown,Boston,Loft,Entire home/apt,7,3,3,3,Real Bed,500,1,1,1,0,1,90,9,9,9,9,9,9,0,strict,4
7838961,2732,within a few hours,89%,45%,0,558,1,Downtown,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,269,0,1,1,0,7,,,,,,,,0,super_strict_30,
1240598,1695,within a few hours,94%,84%,0,18,1,Downtown,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,152,1,1,1,15,1,79,8,8,9,9,10,8,0,moderate,1.93
8799256,478,within an hour,100%,99%,0,4,1,Downtown,Boston,Apartment,Entire home/apt,6,1,2,3,Real Bed,295,1,1,4,45,2,92,10,10,10,10,9,9,0,moderate,3.96
4924009,1695,within a few hours,94%,84%,0,18,1,Downtown,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,128,1,1,1,15,1,77,8,8,8,8,10,8,0,moderate,2.66
12069214,2013,within a few hours,100%,95%,0,2,1,Downtown,Boston,Apartment,Entire home/apt,3,1,0,1,Real Bed,220,1,1,2,20,2,100,10,10,10,10,10,10,0,strict,1.76
497810,1698,within an hour,100%,100%,0,1,1,Downtown,Boston,Apartment,Entire home/apt,8,1,3,3,Real Bed,334,1,1,4,60,1,92,10,9,10,10,10,9,1,strict,5.09
12365454,1084,within an hour,97%,100%,0,4,1,Downtown,Boston,Apartment,Entire home/apt,6,1,2,2,Real Bed,290,1,1,6,20,1,94,9,10,9,10,10,10,0,moderate,6.98
9299923,1052,within a few hours,71%,98%,0,363,1,Downtown,Boston,Condominium,Entire home/apt,4,1,1,2,Real Bed,139,1,1,1,10,3,94,10,10,10,10,10,9,1,strict,2.28
12898806,810,within an hour,100%,69%,0,122,1,Downtown,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,220,0,0,1,0,10,,,,,,,,0,moderate,
14335782,153,N/A,,,0,1,1,Downtown,Watertown,Camper/RV,Entire home/apt,7,0,0,3,Real Bed,60,1,1,1,0,1,,,,,,,,1,moderate,
6741968,670,within an hour,100%,100%,1,1,1,Downtown,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,239,1,1,2,39,1,95,10,10,10,10,10,9,0,strict,5.67
4275846,1695,within a few hours,94%,84%,0,18,1,Downtown,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,1,1,1,15,1,77,8,8,9,9,10,8,0,moderate,2.35
13926017,553,within an hour,86%,99%,0,5,1,Downtown,Boston,Apartment,Entire home/apt,5,1,2,2,Real Bed,290,0,0,1,0,1,87,10,8,9,8,10,10,1,flexible,2.14
8814532,1427,within an hour,100%,36%,0,307,1,Downtown,Boston,Apartment,Entire home/apt,5,2,2,3,Real Bed,153,0,1,1,0,2,97,9,10,9,10,10,9,0,strict,0.69
11336922,318,N/A,,,0,1,0,Downtown,Boston,Apartment,Private room,4,1,1,1,Real Bed,250,0,0,1,0,1,,,,,,,,0,flexible,
14236787,157,N/A,,,0,1,0,Downtown,Boston,Apartment,Private room,2,1,1,1,Real Bed,295,0,0,1,0,1,,,,,,,,0,flexible,
14760955,1944,within an hour,100%,96%,0,4,1,Downtown,Boston,Apartment,Entire home/apt,3,1,1,2,Real Bed,204,1,1,0,0,1,,,,,,,,1,strict,
8420956,478,within an hour,100%,67%,1,1,1,Downtown,Boston,Boat,Private room,2,1,1,1,Real Bed,345,1,0,1,0,1,100,9,10,10,10,10,10,0,flexible,0.69
8814105,1427,within an hour,100%,36%,0,307,1,Downtown,Boston,Apartment,Entire home/apt,7,2,3,4,Real Bed,181,0,1,1,0,2,96,10,10,10,10,10,9,0,strict,1.73
14122467,615,N/A,,,0,1,1,Downtown,Boston,,Entire home/apt,2,1,1,1,Real Bed,190,0,0,1,0,2,,,,,,,,0,strict,
10730,2720,within a few hours,100%,93%,0,12,0,Downtown,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,150,1,1,0,0,6,95,10,9,10,10,10,9,0,strict,0.25
9796309,1161,N/A,,,0,1,0,Downtown,Boston,Villa,Private room,4,1,1,1,Real Bed,100,0,0,1,0,1,,,,,,,,1,flexible,
14351036,433,within an hour,100%,98%,0,3,1,Downtown,Boston,Apartment,Private room,3,1.5,1,2,Real Bed,80,1,1,1,30,1,76,10,4,10,9,9,8,0,flexible,5
14679817,725,within an hour,100%,93%,0,1,1,Downtown,Boston,Loft,Private room,3,1,1,1,Real Bed,139,1,1,1,0,1,100,7,8,10,8,10,10,1,flexible,2
8325477,479,within an hour,100%,0%,0,1,0,Downtown,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,275,0,0,1,0,5,100,10,10,10,10,10,9,0,moderate,0.37
9680953,1710,N/A,,,0,1,0,Downtown,Boston,Apartment,Entire home/apt,5,1,1,1,Real Bed,135,0,1,1,20,1,95,9,9,9,9,9,9,0,strict,1.96
10549219,355,N/A,,,0,1,0,Downtown,Boston,Condominium,Private room,4,1,1,2,Real Bed,250,0,0,1,0,4,,,,,,,,1,flexible,
13793578,1099,within a few hours,90%,100%,0,1,1,Downtown,Boston,Other,Entire home/apt,4,1,1,1,Real Bed,250,0,0,1,0,3,,,,,,,,0,strict,
12383703,643,within a few hours,98%,55%,0,749,1,Downtown,Boston,Apartment,Entire home/apt,5,2,2,2,Real Bed,199,0,1,1,0,2,93,9,9,10,10,10,8,0,strict,1.27
5649821,678,N/A,,,0,1,1,Downtown,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,300,0,1,1,0,3,85,9,8,10,10,10,8,0,strict,0.87
5371687,873,within a few hours,100%,100%,1,1,1,Downtown,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,249,1,1,1,0,3,98,10,10,10,10,10,10,0,strict,1.51
8814215,1427,within an hour,100%,36%,0,307,1,Downtown,Boston,Apartment,Entire home/apt,7,2,3,4,Real Bed,167,0,1,1,0,2,92,10,9,9,8,10,10,0,strict,0.52
12563549,587,within a day,100%,100%,0,1,1,Downtown,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,400,1,1,1,50,1,80,8,10,10,10,10,8,0,flexible,0.27
2715779,2354,N/A,,,0,1,1,Downtown,Boston,Villa,Private room,4,1,1,2,Real Bed,400,0,0,1,0,3,,,,,,,,0,flexible,
13152370,478,within an hour,100%,99%,0,4,1,Downtown,Boston,Apartment,Entire home/apt,6,1,2,3,Real Bed,285,1,1,4,45,2,90,9,9,9,9,10,9,0,moderate,4.92
12382239,454,within a few hours,100%,100%,0,1,0,Downtown,Boston,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,1,0,4,75,2,97,10,10,9,10,10,10,0,moderate,2.34
60356,2720,within a few hours,100%,93%,0,12,0,Downtown,Boston,Condominium,Entire home/apt,2,1,1,1,Real Bed,175,1,1,1,0,7,92,9,9,10,10,10,9,0,strict,0.15
1340290,1600,within an hour,100%,57%,0,2,1,Downtown,Boston,Apartment,Private room,1,1,1,1,Real Bed,110,0,0,1,0,3,91,9,10,10,10,10,9,0,strict,0.27
11842312,1052,within a few hours,71%,98%,0,363,1,Downtown,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,179,1,1,1,10,3,90,9,10,10,10,10,9,1,strict,2.93
4977034,727,within an hour,100%,67%,1,2,1,Downtown,Boston,Loft,Entire home/apt,4,2,2,2,Real Bed,400,0,1,1,0,2,97,10,10,10,10,10,10,0,flexible,1.7
4075898,852,within a few hours,100%,67%,0,15,1,Downtown,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,289,0,0,1,0,4,94,10,10,10,10,9,9,0,moderate,1.73
8696200,881,within an hour,100%,100%,0,2,1,Downtown,Boston,Apartment,Shared room,2,1,1,2,Airbed,103,1,0,1,10,2,95,9,10,9,10,10,9,1,strict,1.24
8302844,1766,within an hour,97%,95%,0,4,1,Downtown,Boston,Apartment,Entire home/apt,4,1,0,2,Real Bed,107,1,1,2,20,2,89,9,9,9,10,10,9,0,strict,6.7
9709597,409,N/A,,,0,1,1,Downtown,Boston,Other,Private room,4,1,1,2,Real Bed,400,0,0,0,0,4,100,10,10,8,8,10,8,1,moderate,0.22
8432166,874,N/A,,,0,1,0,Downtown,Boston,Apartment,Entire home/apt,4,1,1,1,Real Bed,175,0,1,1,0,3,,,,,,,,0,flexible,
8792552,451,within an hour,100%,100%,0,1,1,Downtown,Boston,Apartment,Entire home/apt,7,1,2,4,Real Bed,265,0,1,1,0,1,77,8,8,8,7,9,8,1,strict,3.84
12087989,2002,within a few hours,100%,96%,0,2,1,Downtown,Boston,Apartment,Entire home/apt,3,1,0,1,Real Bed,220,1,1,2,20,2,98,10,10,10,10,10,9,0,strict,2.52
2547129,1613,within a few hours,97%,84%,0,11,1,Downtown,Boston,Apartment,Entire home/apt,3,1,1,1,Real Bed,199,1,1,1,0,3,91,10,10,9,9,10,9,0,strict,0.36
4190704,1084,within an hour,97%,100%,0,4,1,Downtown,Boston,Apartment,Entire home/apt,3,1,0,1,Real Bed,220,1,1,2,20,1,81,9,9,9,9,9,8,0,moderate,3.43
7728499,815,within a few hours,100%,91%,0,52,1,Downtown,Boston,Apartment,Entire home/apt,2,1,0,1,Real Bed,160,0,1,1,0,7,93,10,10,10,9,10,9,0,strict,0.5
12541136,961,within an hour,100%,56%,0,1,0,Downtown,Boston,Apartment,Entire home/apt,4,1,1,2,Real Bed,230,0,1,2,10,5,100,10,10,10,10,10,9,0,strict,1.55
13652746,2732,within a few hours,89%,45%,0,558,1,Downtown,Boston,Apartment,Entire home/apt,2,1,1,1,Real Bed,209,0,1,1,0,5,,,,,,,,0,super_strict_30,
8563141,478,within an hour,100%,99%,0,4,1,Downtown,Boston,Apartment,Entire home/apt,4,1,2,2,Real Bed,285,1,1,4,0,2,91,9,10,10,10,10,9,0,moderate,3.4
